id,college,team
10391,Purdue University,IND
10392,Purdue University,MIL
10393,University of Louisville,NJN
10394,University of North Carolina,BRK
10395,University of North Carolina,WAS
10396,University of North Carolina,DAL
10397,University of North Carolina,PHI
10398,University of North Carolina,WAS
10399,University of North Carolina,MIA
10400,University of North Carolina,DET
10401,University of North Carolina,DET
10402,University of North Carolina,MIL
10403,University of North Carolina,DET
10404,University of North Carolina,DET
10405,University of North Carolina,PHI
10406,University of North Carolina,DAL
10407,University of North Carolina,DAL
10408,University of North Carolina,DAL
10409,University of North Carolina,TOT
10410,University of North Carolina,DAL
10411,University of North Carolina,DET
10412,University of North Carolina,PHI
10413,University of North Carolina,ATL
10414,University of Arizona,PHI
10415,University of Arizona,TOR
10416,University of Arizona,TOT
10417,University of Arizona,NOH
10418,University of Arizona,BOS
10419,University of Arizona,MIL
10420,University of Arizona,MEM
10421,University of Arizona,TOT
10422,University of Arizona,MIL
10423,University of Arizona,TOR
10424,University of Arizona,MEM
10425,University of Arizona,POR
10426,University of Arizona,POR
10427,Southern Methodist University,ORL
10428,Southern Methodist University,ORL
10429,Pennsylvania State University,FTW
10430,Elon University,PHI
10431,Virginia Commonwealth University,NYK
10432,University of Cincinnati,BOS
10433,University of Cincinnati,BOS
10434,University of Cincinnati,BOS
10435,University of Cincinnati,CHI
10436,University of Cincinnati,TOT
10437,University of Cincinnati,BOS
10438,Eastern Kentucky University,BLB
10439,Eastern Kentucky University,NYK
10440,Eastern Kentucky University,NYK
10441,Eastern Kentucky University,NYK
10442,Eastern Kentucky University,NYK
10443,University of Texas at El Paso,BAL
10444,University of Texas at El Paso,CHI
10445,University of Texas at El Paso,CHI
10446,University of Texas at El Paso,BOS
10447,University of Texas at El Paso,TOT
10448,University of Texas at El Paso,NYK
10449,University of Texas at El Paso,LAL
10450,University of Texas at El Paso,TOT
10451,University of Texas at El Paso,BOS
10452,University of Texas at El Paso,BAL
10453,University of Texas at El Paso,TOT
10454,University of Texas at El Paso,NYK
10455,University of Texas at El Paso,LAL
10456,University of Oregon,SDR
10457,University of Oregon,BOS
10458,University of Oregon,POR
10459,University of Oregon,NYK
10460,University of Oregon,GSW
10461,University of Oregon,PHI
10462,University of Oregon,SDR
10463,University of Oregon,NOJ
10464,University of Oregon,TOT
10465,University of Oregon,GSW
10466,University of Oregon,NYK
10467,University of Oregon,GSW
10468,University of Oregon,SDR
10469,New Mexico State University,DET
10470,New York University,TOT
10471,New York University,SYR
10472,New York University,MLH
10473,University of Minnesota,CLE
10474,University of Minnesota,CLE
10475,University of Minnesota,CLE
10476,University of Minnesota,LAL
10477,University of Minnesota,TOT
10478,University of Minnesota,CLE
10479,University of Minnesota,DET
10480,University of Minnesota,LAL
10481,University of Minnesota,CLE
10482,University of Minnesota,CLE
10483,University of Minnesota,POR
10484,West Virginia Wesleyan College,SDC
10485,West Virginia Wesleyan College,SDC
10486,Northwestern University,CHI
10487,Georgia Institute of Technology,NYK
10488,Marquette University,CLE
10489,Marquette University,CLE
10490,Marquette University,CLE
10491,Marquette University,LAL
10492,Marquette University,WSB
10493,Marquette University,CLE
10494,Marquette University,LAL
10495,Marquette University,CLE
10496,Ohio State University,NYK
10497,Ohio State University,LAL
10498,Ohio State University,CLE
10499,Ohio State University,NYK
10500,Ohio State University,CLE
10501,Ohio State University,WSB
10502,Ohio State University,NYK
10503,Ohio State University,CLE
10504,Ohio State University,TOT
10505,Ohio State University,CLE
10506,Ohio State University,CLE
10507,University of Colorado,ATL
10508,University of Colorado,TOT
10509,University of Colorado,ATL
10510,University of Colorado,HOU
10511,University of Colorado,DET
10512,University of Colorado,DET
10513,University of Colorado,ATL
10514,University of Colorado,ATL
10515,University of Colorado,DET
10516,University of Colorado,STL
10517,University of Colorado,ATL
10518,University of Colorado,DET
10519,Brigham Young University,TOT
10520,Brigham Young University,KCK
10521,Brigham Young University,SAS
10522,Brigham Young University,MIL
10523,University of Alabama,TOT
10524,University of Alabama,PHI
10525,University of Alabama,DEN
10526,University of Alabama,SEA
10527,University of Alabama,UTA
10528,University of Alabama,DAL
10529,University of Alabama,DEN
10530,University of South Carolina,DET
10531,University of South Carolina,PHO
10532,University of South Carolina,SEA
10533,University of South Carolina,TOT
10534,University of South Carolina,MIL
10535,University of South Carolina,CIN
10536,University of South Carolina,SEA
10537,University of South Carolina,CIN
10538,University of South Carolina,SEA
10539,University of South Carolina,NYN
10540,University of South Carolina,CHI
10541,University of South Carolina,PHO
10542,University of South Carolina,TOT
10543,University of South Carolina,DET
10544,University of South Carolina,TOT
10545,University of South Carolina,CHI
10546,Hamline University,BLB
10547,Hamline University,TOT
10548,Hamline University,MNL
10549,Hamline University,FTW
10550,Boston University,BUF
10551,University of South Florida,DAL
10552,University of Cincinnati,MNL
10553,University of Cincinnati,MNL
10554,University of Cincinnati,TOT
10555,University of Cincinnati,MNL
10556,Ohio State University,DAL
10557,Ohio State University,TOT
10558,Ohio State University,LAL
10559,Ohio State University,ATL
10560,Ohio State University,PHI
10561,Ohio State University,PHO
10562,Ohio State University,TOT
10563,Ohio State University,TOT
10564,Ohio State University,HOU
10565,Ohio State University,SAC
10566,Ohio State University,TOT
10567,Ohio State University,ATL
10568,Ohio State University,MIA
10569,Ohio State University,HOU
10570,Ohio State University,NJN
10571,Ohio State University,CLE
10572,Ohio State University,DAL
10573,Ohio State University,DAL
10574,Ohio State University,POR
10575,Ohio State University,PHO
10576,Ohio State University,GSW
10577,Ohio State University,DAL
10578,Ohio State University,DAL
10579,Ohio State University,TOT
10580,Wake Forest University,DET
10581,Wake Forest University,SAS
10582,Wake Forest University,TOT
10583,University of Tulsa,TOT
10584,University of Tulsa,CHI
10585,University of Tulsa,CIN
10586,University of Tulsa,SFW
10587,University of Tulsa,LAL
10588,University of Tulsa,CHI
10589,University of Tulsa,SFW
10590,University of Tulsa,SFW
10591,University of Tulsa,SFW
10592,University of Tulsa,LAL
10593,University of Tulsa,CHI
10594,University of Tulsa,LAL
10595,Southern Methodist University,LAL
10596,Southern Methodist University,LAL
10597,Southern Methodist University,MNL
10598,Southern Methodist University,LAL
10599,Southern Methodist University,MNL
10600,Southern Methodist University,LAL
10601,Southern Methodist University,MNL
10602,University of Arkansas at Little Rock,PHI
10603,Bradley University,SAC
10604,Bradley University,ATL
10605,Bradley University,SAC
10606,Bradley University,UTA
10607,Bradley University,TOT
10608,Bradley University,UTA
10609,Bradley University,SAC
10610,Bradley University,SAC
10611,Bradley University,LAC
10612,University of Oregon,BOS
10613,University of Oregon,BOS
10614,University of Oregon,BOS
10615,University of Oregon,BOS
10616,University of Oregon,BOS
10617,University of Oregon,BOS
10618,University of Oregon,BOS
10619,University of Oregon,BOS
10620,University of Oregon,BOS
10621,St. Francis College,BLB
10622,University of Southern California,POR
10623,Western Kentucky University,BUF
10624,Western Kentucky University,SEA
10625,Western Kentucky University,SEA
10626,Western Kentucky University,LAL
10627,Western Kentucky University,SEA
10628,Central Michigan University,NOJ
10629,Central Michigan University,ATL
10630,Central Michigan University,NOJ
10631,Central Michigan University,TOT
10632,Central Michigan University,DET
10633,Central Michigan University,NOJ
10634,Central Michigan University,ATL
10635,Central Michigan University,NOJ
10636,Central Michigan University,ATL
10637,Marquette University,WSB
10638,Marquette University,SEA
10639,Marquette University,NJN
10640,Marquette University,NJN
10641,Marquette University,SEA
10642,Marquette University,WSB
10643,Marquette University,NJN
10644,Columbia University,LAL
10645,Columbia University,NYK
10646,Columbia University,NYK
10647,Columbia University,BUF
10648,Columbia University,POR
10649,Columbia University,LAL
10650,Columbia University,BUF
10651,Columbia University,BUF
10652,Columbia University,LAL
10653,Villanova University,PHW
10654,Wofford College,BLB
10655,Wofford College,SYR
10656,Georgia Institute of Technology,PHW
10657,Arizona State University,PHO
10658,Arizona State University,PHO
10659,University of Dayton,NYK
10660,University of Dayton,CIN
10661,University of Dayton,NYK
10662,University of Dayton,CIN
10663,University of Dayton,TOT
10664,University of Dayton,MNL
10665,University of Dayton,POR
10666,University of Dayton,POR
10667,University of Dayton,CIN
10668,University of Dayton,POR
10669,University of Dayton,POR
10670,University of Dayton,POR
10671,University of Dayton,BOS
10672,University of Dayton,TOT
10673,University of Dayton,POR
10674,University of Dayton,BOS
10675,University of Dayton,POR
10676,University of Dayton,BOS
10677,University of Dayton,POR
10678,University of Dayton,POR
10679,University of Dayton,MNL
10680,University of Dayton,POR
10681,University of Dayton,POR
10682,University of Dayton,CIN
10683,University of Dayton,POR
10684,University of Dayton,POR
10685,University of Dayton,POR
10686,University of Dayton,BOS
10687,University of Dayton,TOT
10688,University of Dayton,POR
10689,University of Dayton,BOS
10690,University of Dayton,POR
10691,University of Dayton,BOS
10692,University of Dayton,POR
10693,University of Dayton,POR
10694,University of Minnesota,HOU
10695,University of Minnesota,GSW
10696,University of Minnesota,HOU
10697,University of Minnesota,SAC
10698,University of Minnesota,GSW
10699,University of Minnesota,GSW
10700,University of Minnesota,HOU
10701,University of Minnesota,HOU
10702,University of Louisville,LAL
10703,University of Louisville,TOT
10704,University of Louisville,TOT
10705,University of Louisville,LAL
10706,University of Louisville,DET
10707,University of Louisville,LAL
10708,University of Louisville,MIL
10709,University of Louisville,MIL
10710,University of Louisville,BUF
10711,University of Louisville,TOT
10712,University of Louisville,DEN
10713,University of Louisville,LAL
10714,University of Louisville,MIL
10715,University of Louisville,DEN
10716,University of Toledo,SYR
10717,University of Toledo,SYR
10718,Winston-Salem State University,PHI
10719,Tulane University,FTW
10720,Purdue University,DET
10721,Purdue University,TOT
10722,Purdue University,MIA
10723,Purdue University,PHI
10724,University of Southern California,BOS
10725,University of South Carolina,BLB
10726,Ohio State University,DET
10727,Ohio State University,SDC
10728,Duke University,DAL
10729,Duke University,DAL
10730,Duke University,DAL
10731,Duke University,DAL
10732,Duke University,PHI
10733,Indiana University,MIN
10734,Indiana University,LAC
10735,Indiana University,IND
10736,Indiana University,IND
10737,Duquesne University,SYR
10738,Duquesne University,SYR
10739,Duquesne University,SYR
10740,Stanford University,PHW
10741,Oklahoma City University,SDR
10742,Oklahoma City University,CIN
10743,Villanova University,TOT
10744,Villanova University,ATL
10745,Villanova University,BUF
10746,Villanova University,CHI
10747,Villanova University,ATL
10748,Villanova University,STL
10749,Villanova University,ATL
10750,Villanova University,TOT
10751,Villanova University,PHI
10752,Villanova University,CHI
10753,Villanova University,ATL
10754,Villanova University,CHI
10755,Villanova University,PHI
10756,Villanova University,PHI
10757,Villanova University,BUF
10758,Kent State University,DET
10759,Brigham Young University,NOP
10760,Brigham Young University,SAC
10761,Brigham Young University,TOT
10762,Brigham Young University,SAC
10763,Brigham Young University,TOT
10764,Brigham Young University,NOP
10765,Brigham Young University,SAC
10766,Brigham Young University,CHI
10767,Brigham Young University,NYK
10768,Marquette University,CHI
10769,Marquette University,CHI
10770,Marquette University,CHI
10771,Marquette University,CHI
10772,Marquette University,CHI
10773,Marquette University,CHI
10774,Virginia Polytechnic Institute and State University,MIL
10775,New Mexico State University,CHI
10776,New Mexico State University,CHI
10777,University of Denver,DNN
10778,Bowling Green State University,STL
10779,Grambling State University,WSB
10780,Grambling State University,WSB
10781,Grambling State University,WSB
10782,University of Michigan,DEN
10783,University of Michigan,TOR
10784,Purdue University,WAS
10785,Purdue University,CLE
10786,Purdue University,BOS
10787,Purdue University,PHO
10788,Purdue University,TOR
10789,Providence College,KCK
10790,Providence College,DET
10791,Providence College,DET
10792,Providence College,TOT
10793,Providence College,DET
10794,Providence College,KCO
10795,Providence College,KCO
10796,Providence College,HOU
10797,Providence College,DET
10798,Providence College,DET
10799,Providence College,HOU
10800,University of Florida,CHI
10801,University of Florida,CHI
10802,University of Florida,CHI
10803,University of Florida,CHI
10804,University of Florida,CHI
10805,University of Florida,CHI
10806,University of Florida,CHI
10807,University of Florida,NYK
10808,University of Florida,CHI
10809,University of Florida,CHI
10810,Indiana University,SEA
10811,University of Kentucky,DET
10812,University of Kentucky,LAL
10813,University of Kentucky,LAL
10814,University of Kentucky,PHI
10815,University of Kentucky,PHI
10816,University of Kentucky,TOT
10817,University of Kentucky,ORL
10818,University of Kentucky,MIL
10819,University of Kentucky,PHI
10820,University of Kentucky,DET
10821,West Virginia University,CHI
10822,West Virginia University,MIL
10823,Niagara University,SAC
10824,North Carolina Agricultural and Technical State University,POR
10825,Oklahoma State University,CHS
10826,La Salle University,SDC
10827,La Salle University,SDC
10828,La Salle University,PHI
10829,La Salle University,PHI
10830,La Salle University,SDC
10831,La Salle University,HOU
10832,La Salle University,PHI
10833,La Salle University,PHI
10834,Tennessee State University,CIN
10835,Tennessee State University,CIN
10836,Arizona State University,STL
10837,Arizona State University,STL
10838,Arizona State University,ATL
10839,Arizona State University,DET
10840,Arizona State University,DET
10841,Arizona State University,STL
10842,Arizona State University,ATL
10843,Arizona State University,TOT
10844,Indiana University,CLE
10845,University of Colorado,TOT
10846,University of Colorado,SDC
10847,University of Colorado,NJN
10848,University of Colorado,SEA
10849,University of Colorado,LAL
10850,University of Colorado,WSB
10851,University of Southern Mississippi,PHO
10852,University of Southern Mississippi,TOT
10853,University of Southern Mississippi,CLE
10854,University of Southern Mississippi,TOT
10855,University of Southern Mississippi,MIL
10856,University of Southern Mississippi,GSW
10857,University of Southern Mississippi,CHI
10858,University of Southern Mississippi,SAS
10859,University of Southern Mississippi,PHI
10860,University of Southern Mississippi,TOT
10861,University of Kentucky,NYK
10862,Pennsylvania State University,PHO
10863,Pennsylvania State University,TOT
10864,Pennsylvania State University,LAL
10865,New York University,BLB
10866,New York University,BLB
10867,University of San Francisco,SFW
10868,University of San Francisco,SFW
10869,University of San Francisco,GSW
10870,University of San Francisco,GSW
10871,University of San Francisco,SFW
10872,University of San Francisco,SFW
10873,University of San Francisco,SFW
10874,University of San Francisco,GSW
10875,University of Virginia,CLE
10876,University of Virginia,BRK
10877,University of Virginia,CLE
10878,Providence College,GSW
10879,Providence College,TOT
10880,Providence College,DAL
10881,Providence College,IND
10882,Providence College,SEA
10883,Providence College,GSW
10884,Providence College,GSW
10885,Providence College,SEA
10886,University of Kentucky,INO
10887,University of Kentucky,INO
10888,University of Kentucky,INO
10889,George Washington University,TOT
10890,George Washington University,SYR
10891,George Washington University,DET
10892,George Washington University,DET
10893,George Washington University,SYR
10894,Hamline University,MNL
10895,Hamline University,MNL
10896,University of Arkansas,ATL
10897,University of Arkansas,BRK
10898,University of Arkansas,TOT
10899,University of Arkansas,PHO
10900,University of Arkansas,ATL
10901,University of Arkansas,PHO
10902,University of Arkansas,UTA
10903,University of Arkansas,ATL
10904,University of Arkansas,ATL
10905,University of Arkansas,PHO
10906,University of Arkansas,BOS
10907,University of Arkansas,ATL
10908,University of Arkansas,TOT
10909,University of Arkansas,ATL
10910,University of Arkansas,PHO
10911,University of Arkansas,MIA
10912,University of Arkansas,BRK
10913,University of Arkansas,BRK
10914,University of Arkansas,BRK
10915,University of Arkansas,ATL
10916,Duke University,SEA
10917,Duke University,SEA
10918,University of Arkansas,BOS
10919,University of Arkansas,BOS
10920,University of Arkansas,POR
10921,University of Arkansas,BOS
10922,University of Arkansas,NJN
10923,University of Arkansas,LAL
10924,University of Arkansas,PHO
10925,University of Arkansas,TOT
10926,University of Arkansas,PHO
10927,University of Arkansas,PHO
10928,University of Arkansas,SAC
10929,University of Arkansas,SAC
10930,University of Arkansas,SAC
10931,University of Arkansas,BOS
10932,University of Arkansas,PHO
10933,University of Arkansas,BOS
10934,University of Arkansas,TOT
10935,University of Arkansas,SAC
10936,University of Arkansas,CHI
10937,University of Arkansas,PHO
10938,University of Detroit Mercy,WSB
10939,University of Detroit Mercy,DEN
10940,University of Detroit Mercy,WSB
10941,University of San Francisco,ROC
10942,University of San Francisco,TOT
10943,Southern Illinois University,KCK
10944,Southern Illinois University,NOJ
10945,Southern Illinois University,KCK
10946,Southern Illinois University,NYK
10947,Southern Illinois University,NYK
10948,Southern Illinois University,KCK
10949,Southern Illinois University,ATL
10950,Southern Illinois University,KCK
10951,Southern Illinois University,TOT
10952,Southern Illinois University,HOU
10953,Southern Illinois University,KCK
10954,Southern Illinois University,NOJ
10955,College of the Holy Cross,BOS
10956,Coppin State University,WSB
10957,Coppin State University,WSB
10958,Bethel College,PHO
10959,Ohio State University,SYR
10960,Ohio State University,SYR
10961,Ohio State University,SYR
10962,Northwestern University,PHW
10963,Northwestern University,PHW
10964,Northwestern University,PHW
10965,University of Maryland,MIN
10966,University of Maryland,TOT
10967,University of Maryland,GSW
10968,University of Maryland,MIN
10969,University of Maryland,TOT
10970,University of Maryland,PHI
10971,University of Maryland,CHI
10972,University of Maryland,CLE
10973,University of Maryland,MIL
10974,University of Maryland,LAL
10975,University of Maryland,NJN
10976,University of Maryland,PHI
10977,University of Maryland,TOT
10978,University of Maryland,MIN
10979,University of Maryland,DEN
10980,University of Maryland,GSW
10981,University of Maryland,CLE
10982,University of Maryland,MIN
10983,University of Maryland,MIL
10984,University of Maryland,DET
10985,University of Maryland,TOT
10986,University of Maryland,ATL
10987,University of Maryland,GSW
10988,University of Maryland,TOT
10989,University of Maryland,OKC
10990,University of Maryland,MIL
10991,Niagara University,NYK
10992,Niagara University,TOT
10993,Niagara University,BLB
10994,University of Arkansas at Little Rock,HOU
10995,University of Arkansas at Little Rock,VAN
10996,University of Arkansas at Little Rock,HOU
10997,Bradley University,DET
10998,Bradley University,DET
10999,Bradley University,DET
11000,Marquette University,PHO
11001,University of North Carolina,LAC
11002,University of North Carolina,DEN
11003,University of North Carolina,LAC
11004,University of North Carolina,ORL
11005,University of North Carolina,CHH
11006,University of North Carolina,TOT
11007,University of North Carolina,POR
11008,University of North Carolina,LAC
11009,University of North Carolina,CHH
11010,University of North Carolina,DEN
11011,University of North Carolina,MIL
11012,University of North Carolina,BOS
11013,University of North Carolina,CHH
11014,University of North Carolina,TOT
11015,University of North Carolina,DEN
11016,University of Oregon,IND
11017,University of Oregon,IND
11018,"University of Nevada, Las Vegas",MIA
11019,"University of Nevada, Las Vegas",TOT
11020,"University of Nevada, Las Vegas",DET
11021,"University of Nevada, Las Vegas",MIA
11022,"University of Nevada, Las Vegas",BOS
11023,"University of Nevada, Las Vegas",MIA
11024,"University of Nevada, Las Vegas",DET
11025,"University of Nevada, Las Vegas",SAS
11026,"University of Nevada, Las Vegas",MIA
11027,"University of Nevada, Las Vegas",MIA
11028,"University of Nevada, Las Vegas",MIA
11029,"University of Nevada, Las Vegas",MIA
11030,Weber State University,UTA
11031,University of Kansas,PHI
11032,San Diego State University,PHO
11033,San Diego State University,PHO
11034,San Diego State University,PHO
11035,San Diego State University,PHO
11036,San Diego State University,PHO
11037,University of Minnesota,ATL
11038,University of Minnesota,POR
11039,University of Minnesota,MIL
11040,University of Minnesota,POR
11041,University of Minnesota,POR
11042,University of Minnesota,TOT
11043,University of Minnesota,MIL
11044,University of Minnesota,TOT
11045,University of Minnesota,POR
11046,University of Minnesota,MIL
11047,University of Minnesota,POR
11048,University of Minnesota,CHA
11049,University of Minnesota,POR
11050,University of Minnesota,POR
11051,University of Minnesota,POR
11052,University of Minnesota,MIL
11053,University of Minnesota,MIL
11054,University of Memphis,HOU
11055,University of Memphis,HOU
11056,University of Memphis,TOT
11057,University of Memphis,TOR
11058,University of Memphis,SAC
11059,University of Memphis,HOU
11060,Oklahoma State University,TOR
11061,Oklahoma State University,CLE
11062,Oklahoma State University,TOR
11063,Oklahoma State University,DEN
11064,Oklahoma State University,TOR
11065,Oklahoma State University,TOR
11066,Pennsylvania State University,ORL
11067,Pennsylvania State University,UTA
11068,Pennsylvania State University,CLE
11069,Pennsylvania State University,ORL
11070,Pennsylvania State University,UTA
11071,Tulane University,MIL
11072,Boston College,CLE
11073,Boston College,CLE
11074,Boston College,CLE
11075,Boston College,BOS
11076,Boston College,NJN
11077,Boston College,CLE
11078,Boston College,ATL
11079,Boston College,CLE
11080,Boston College,BOS
11081,Boston College,BOS
11082,Boston College,NJN
11083,"California State University, Los Angeles",STL
11084,Tennessee State University,BAL
11085,Tennessee State University,DET
11086,Tennessee State University,STL
11087,Tennessee State University,TOT
11088,Tennessee State University,SDR
11089,Tennessee State University,STL
11090,Tennessee State University,STL
11091,Tennessee State University,STL
11092,Tennessee State University,BAL
11093,Rutgers University,ATL
11094,Rutgers University,ATL
11095,Rutgers University,ATL
11096,Rutgers University,ATL
11097,Rutgers University,CLE
11098,Rutgers University,ATL
11099,Rutgers University,ATL
11100,Rutgers University,CLE
11101,Rutgers University,CLE
11102,Rutgers University,CLE
11103,University of Southern California,CHI
11104,University of Southern California,CHI
11105,University of Southern California,TOT
11106,University of Southern California,LAL
11107,University of Southern California,SDR
11108,University of Southern California,MIL
11109,University of Southern California,SDR
11110,University of Southern California,TOT
11111,University of Southern California,SDR
11112,University of Southern California,PHI
11113,University of Southern California,KCO
11114,University of Southern California,KCO
11115,University of Southern California,NOJ
11116,University of Southern California,SDR
11117,University of Toledo,SEA
11118,University of Toledo,SEA
11119,University of Toledo,SEA
11120,University of Missouri,ATL
11121,University of Missouri,ATL
11122,University of Missouri,ATL
11123,University of Missouri,ATL
11124,University of Missouri,ATL
11125,University of Missouri,CHI
11126,University of Missouri,UTA
11127,University of Missouri,TOT
11128,University of Missouri,ATL
11129,Villanova University,LAL
11130,Louisiana State University,TOT
11131,Louisiana State University,TRI
11132,Louisiana State University,SHE
11133,Boise State University,GSW
11134,Boise State University,WAS
11135,Boise State University,PHO
11136,University of California,GSW
11137,University of Virginia,DET
11138,University of Virginia,POR
11139,University of Virginia,POR
11140,University of Virginia,SEA
11141,University of Virginia,TOT
11142,University of Virginia,CLE
11143,University of Virginia,DEN
11144,University of Virginia,UTA
11145,University of Virginia,MIA
11146,University of Virginia,UTA
11147,University of Virginia,UTA
11148,University of Virginia,UTA
11149,University of Virginia,UTA
11150,University of Kansas,SDC
11151,University of Kansas,SDC
11152,Gardner-Webb University,UTA
11153,Gardner-Webb University,UTA
11154,Gardner-Webb University,ATL
11155,Gardner-Webb University,ATL
11156,Gardner-Webb University,ATL
11157,Gardner-Webb University,UTA
11158,Gardner-Webb University,ATL
11159,Gardner-Webb University,ATL
11160,Gardner-Webb University,ATL
11161,Gardner-Webb University,ATL
11162,Gardner-Webb University,ATL
11163,Georgetown University,IND
11164,Georgetown University,UTA
11165,Georgetown University,UTA
11166,Kent State University,IND
11167,Kent State University,ATL
11168,Brigham Young University,LAL
11169,Boston College,CLE
11170,University of the Pacific,NYK
11171,University of the Pacific,MIL
11172,University of the Pacific,NYK
11173,University of the Pacific,MIL
11174,University of the Pacific,TOT
11175,University of the Pacific,NYK
11176,University of the Pacific,NYK
11177,University of the Pacific,UTA
11178,University of the Pacific,NYK
11179,University of the Pacific,BUF
11180,University of Oregon,SEA
11181,University of Texas at Austin,AND
11182,University of Texas at Austin,FTW
11183,University of Texas at Austin,TOT
11184,University of Texas at Austin,TRI
11185,University of North Carolina,MIL
11186,University of North Carolina,MIL
11187,University of North Carolina,MIL
11188,University of North Carolina,MIL
11189,University of North Carolina,MIL
11190,Princeton University,SEA
11191,Princeton University,BUF
11192,Princeton University,SEA
11193,Princeton University,TOT
11194,Princeton University,CHI
11195,Princeton University,SEA
11196,Princeton University,BUF
11197,Princeton University,BUF
11198,Vanderbilt University,ATL
11199,Vanderbilt University,ATL
11200,Vanderbilt University,PHO
11201,Vanderbilt University,ATL
11202,Vanderbilt University,PHO
11203,Vanderbilt University,TOT
11204,Vanderbilt University,DAL
11205,University of Iowa,POR
11206,University of Iowa,SEA
11207,University of Iowa,CLE
11208,University of Iowa,SEA
11209,University of Iowa,POR
11210,University of Iowa,CLE
11211,University of Iowa,CLE
11212,University of Iowa,HOU
11213,University of Iowa,HOU
11214,University of Iowa,TOT
11215,University of Iowa,SEA
11216,University of Iowa,SEA
11217,University of Iowa,POR
11218,University of Iowa,HOU
11219,University of Iowa,SEA
11220,University of Iowa,TOT
11221,University of North Carolina,KCK
11222,University of North Carolina,IND
11223,University of North Carolina,DEN
11224,University of Southern California,CLE
11225,University of Southern California,CLE
11226,University of Southern California,KCK
11227,University of Southern California,TOT
11228,University of Southern California,CLE
11229,University of Southern California,CLE
11230,University of Southern California,CLE
11231,University of Southern California,CLE
11232,University of Southern California,SAS
11233,University of Southern California,KCK
11234,University of Southern California,TOT
11235,Indiana University,CHI
11236,Indiana University,CHI
11237,Indiana University,STB
11238,Indiana University,TRI
11239,University of Detroit Mercy,TOT
11240,University of Detroit Mercy,IND
11241,University of Detroit Mercy,DET
11242,University of Detroit Mercy,DET
11243,University of Detroit Mercy,DET
11244,University of Detroit Mercy,DET
11245,University of Detroit Mercy,ATL
11246,University of Detroit Mercy,DET
11247,University of Detroit Mercy,IND
11248,University of Detroit Mercy,DET
11249,University of Detroit Mercy,DET
11250,University of Detroit Mercy,IND
11251,University of Detroit Mercy,DET
11252,University of Detroit Mercy,TOR
11253,University of Detroit Mercy,DET
11254,University of Detroit Mercy,DET
11255,University of Maryland,MIL
11256,University of Maryland,HOU
11257,University of Maryland,HOU
11258,University of Maryland,WSB
11259,University of Maryland,MIN
11260,University of Maryland,HOU
11261,University of Maryland,UTA
11262,University of Maryland,DET
11263,University of Maryland,TOR
11264,University of Maryland,GSW
11265,University of Maryland,MIL
11266,University of Maryland,CHI
11267,University of Maryland,GSW
11268,University of Maryland,WSB
11269,University of Maryland,GSW
11270,University of Maryland,SEA
11271,University of Maryland,HOU
11272,University of Maryland,HOU
11273,University of Maryland,SAS
11274,University of Maryland,HOU
11275,University of Maryland,CHI
11276,University of Maryland,HOU
11277,Georgetown University,BOS
11278,Georgetown University,TOT
11279,Georgetown University,BOS
11280,Georgetown University,TOT
11281,Georgetown University,BOS
11282,Georgetown University,FTW
11283,Georgetown University,BOS
11284,Georgetown University,TRI
11285,Georgetown University,INO
11286,Oregon State University,TOT
11287,Oregon State University,BLB
11288,Oregon State University,WSC
11289,Northwestern State University,MLH
11290,University of Oklahoma,PHO
11291,Auburn University,CHI
11292,Auburn University,DET
11293,Auburn University,DET
11294,Auburn University,GSW
11295,Auburn University,CHI
11296,Auburn University,DET
11297,Auburn University,KCO
11298,Auburn University,TOT
11299,Auburn University,CHI
11300,Auburn University,CHI
11301,Auburn University,CIN
11302,Auburn University,DET
11303,Seton Hall University,CLE
11304,Seton Hall University,MIA
11305,Seton Hall University,CLE
11306,Seton Hall University,TOT
11307,Seton Hall University,CLE
11308,Colorado State University,MLH
11309,Western Kentucky University,FTW
11310,Western Kentucky University,FTW
11311,Villanova University,SDC
11312,Villanova University,SDC
11313,University of Notre Dame,CHI
11314,University of Notre Dame,CHI
11315,University of Notre Dame,CHI
11316,University of Notre Dame,CHI
11317,University of Notre Dame,SAS
11318,University of Notre Dame,CHI
11319,University of Notre Dame,CHI
11320,University of Notre Dame,SAS
11321,University of Notre Dame,CHI
11322,University of Notre Dame,CHI
11323,University of Notre Dame,CHI
11324,University of Wyoming,MNL
11325,Villanova University,ATL
11326,Drake University,WAT
11327,Drake University,MLH
11328,North Carolina State University,BOS
11329,University of South Carolina,DEN
11330,University of South Carolina,LAL
11331,University of South Carolina,DEN
11332,University of South Carolina,DEN
11333,McNeese State University,NYK
11334,University of Southern California,NYK
11335,University of Southern California,NYK
11336,University of Southern California,NYK
11337,University of Southern California,SFW
11338,University of Southern California,TOT
11339,Georgia Institute of Technology,DET
11340,Georgia Institute of Technology,CHI
11341,Georgia Institute of Technology,DET
11342,Georgia Institute of Technology,TOR
11343,Georgia Institute of Technology,DET
11344,Georgia Institute of Technology,MIA
11345,Georgia Institute of Technology,LAL
11346,Georgia Institute of Technology,MIA
11347,Georgia Institute of Technology,DET
11348,Georgia Institute of Technology,MIA
11349,Georgia Institute of Technology,DET
11350,Georgia Institute of Technology,DET
11351,Georgia Institute of Technology,TOT
11352,University of Miami,NOP
11353,University of Miami,SAC
