id,college,team
20658,Texas State University,LAC
20659,Xavier University,WAS
20660,Xavier University,HOU
20661,Xavier University,HOU
20662,Xavier University,TOT
20663,Wichita State University,NYK
20664,Wichita State University,WAS
20665,Wichita State University,TOT
20666,Wichita State University,UTA
20667,University of Notre Dame,BOS
20668,University of Notre Dame,TOT
20669,University of Notre Dame,IND
20670,University of Notre Dame,CHI
20671,University of Notre Dame,CHI
20672,University of Tulsa,HOU
20673,University of Tulsa,HOU
20674,University of Tulsa,DET
20675,University of Tulsa,DAL
20676,University of Tulsa,DAL
20677,"University of California, Los Angeles",HOU
20678,"University of California, Los Angeles",POR
20679,"University of California, Los Angeles",WAS
20680,"University of California, Los Angeles",WSB
20681,"University of California, Los Angeles",TOT
20682,"University of California, Los Angeles",POR
20683,"University of California, Los Angeles",TOR
20684,"University of California, Los Angeles",TOT
20685,"University of California, Los Angeles",TOR
20686,"University of California, Los Angeles",LAL
20687,"University of California, Los Angeles",POR
20688,"University of California, Los Angeles",WAS
20689,"University of California, Los Angeles",DEN
20690,"University of California, Los Angeles",TOR
20691,"University of California, Los Angeles",WAS
20692,"University of California, Los Angeles",POR
20693,Duke University,CLE
20694,Duke University,CLE
20695,Duke University,CLE
20696,Georgia Institute of Technology,NJN
20697,Georgia Institute of Technology,IND
20698,Georgia Institute of Technology,MIA
20699,Georgia Institute of Technology,IND
20700,Georgia Institute of Technology,TOT
20701,Georgia Institute of Technology,IND
20702,Georgia Institute of Technology,IND
20703,Georgia Institute of Technology,IND
20704,Georgia Institute of Technology,IND
20705,Georgia Institute of Technology,DAL
20706,Georgia Institute of Technology,CHI
20707,Georgia Institute of Technology,IND
20708,Marquette University,ORL
20709,Marquette University,IND
20710,Marquette University,IND
20711,Marquette University,TOT
20712,Marquette University,IND
20713,Marquette University,POR
20714,Marquette University,ORL
20715,Kentucky State University,LAL
20716,Kentucky State University,LAL
20717,Brigham Young University,ATL
20718,University of Connecticut,NYK
20719,University of Connecticut,BOS
20720,University of Connecticut,LAL
20721,University of Connecticut,NYK
20722,University of Connecticut,LAL
20723,University of Connecticut,LAL
20724,University of Connecticut,NYK
20725,University of Georgia,LAC
20726,University of Texas at Austin,ATL
20727,University of Texas at Austin,SAC
20728,University of Texas at Austin,ATL
20729,"University of California, Los Angeles",NYK
20730,South Carolina State University,CHH
20731,South Carolina State University,CHH
20732,Clemson University,ATL
20733,Clemson University,ORL
20734,Clemson University,ATL
20735,Clemson University,ATL
20736,Clemson University,ATL
20737,Clemson University,CLE
20738,Clemson University,DET
20739,Clemson University,ATL
20740,Clemson University,ATL
20741,Clemson University,ATL
20742,Clemson University,ORL
20743,Clemson University,CLE
20744,Clemson University,ATL
20745,Clemson University,ATL
20746,Clemson University,HOU
20747,Clemson University,HOU
20748,Clemson University,ATL
20749,Clemson University,ATL
20750,"California State University, Fresno",LAC
20751,"California State University, Fresno",IND
20752,"California State University, Fresno",LAC
20753,"California State University, Fresno",DET
20754,University of Minnesota,SAS
20755,University of Minnesota,NYK
20756,University of Minnesota,NYK
20757,University of Minnesota,NYK
20758,University of Minnesota,NYK
20759,University of Minnesota,NYK
20760,University of Minnesota,NYK
20761,University of Minnesota,CHI
20762,University of Minnesota,NYK
20763,University of Minnesota,NYK
20764,University of Minnesota,NYK
20765,Austin Peay State University,MIN
20766,Austin Peay State University,NJN
20767,Austin Peay State University,MIN
20768,Austin Peay State University,CHI
20769,Austin Peay State University,TOT
20770,Austin Peay State University,MIN
20771,Austin Peay State University,DAL
20772,Austin Peay State University,NJN
20773,Austin Peay State University,MIN
20774,Austin Peay State University,NJN
20775,Austin Peay State University,CHI
20776,Virginia Commonwealth University,CHO
20777,"University of California, Los Angeles",WAS
20778,"University of California, Los Angeles",NYK
20779,"University of California, Los Angeles",NOH
20780,"University of California, Los Angeles",ORL
20781,"University of California, Los Angeles",LAL
20782,"University of California, Los Angeles",WAS
20783,"University of California, Los Angeles",LAL
20784,"University of California, Los Angeles",ORL
20785,"University of California, Los Angeles",TOT
20786,"University of California, Los Angeles",HOU
20787,"University of California, Los Angeles",HOU
20788,"University of California, Los Angeles",HOU
20789,"University of California, Los Angeles",ORL
20790,"University of California, Los Angeles",NOH
20791,"University of California, Los Angeles",HOU
20792,"University of California, Los Angeles",TOT
20793,"University of California, Los Angeles",NYK
20794,Clemson University,BRK
20795,Clemson University,WAS
20796,Clemson University,WAS
20797,Clemson University,WAS
20798,Clemson University,UTA
20799,Clemson University,WAS
20800,Clemson University,UTA
20801,University of Hawaii,PHI
20802,University of Hawaii,PHO
20803,"University of California, Los Angeles",PHI
20804,"University of California, Los Angeles",ATL
20805,"University of California, Los Angeles",SAC
20806,"University of California, Los Angeles",SAC
20807,"University of California, Los Angeles",LAL
20808,"University of California, Los Angeles",TOT
20809,University of Minnesota,MIN
20810,University of Michigan,WAS
20811,University of Michigan,UTA
20812,University of Michigan,UTA
20813,University of Michigan,UTA
20814,Northwestern State University,MEM
20815,Jackson State University,TOT
20816,Jackson State University,TOR
20817,Jackson State University,LAL
20818,Jackson State University,NOH
20819,Jackson State University,CLE
20820,University of Kentucky,UTA
20821,University of Kentucky,UTA
20822,University of Georgia,LAC
20823,University of Texas at Austin,CLE
20824,University of Texas at Austin,CLE
20825,University of Texas at Austin,CLE
20826,University of Texas at Austin,CLE
20827,University of Texas at Austin,CLE
20828,University of Texas at Austin,CLE
20829,Boston College,MEM
20830,Virginia Commonwealth University,CHO
20831,Virginia Commonwealth University,TOT
20832,Virginia Commonwealth University,HOU
20833,Virginia Commonwealth University,CHO
20834,Virginia Commonwealth University,MIN
20835,Virginia Commonwealth University,MEM
20836,Virginia Commonwealth University,HOU
20837,Southern Illinois University,LAC
20838,Southern Illinois University,UTA
20839,Southern Illinois University,LAC
20840,Southern Illinois University,GSW
20841,Southern Illinois University,MIN
20842,Southern Illinois University,MIN
20843,Southern Illinois University,MIN
20844,Southern Illinois University,ORL
20845,Southern Illinois University,MIN
20846,Southern Illinois University,ORL
20847,Southern Illinois University,MIN
20848,University of Notre Dame,DAL
20849,University of Notre Dame,GSW
20850,University of Notre Dame,IND
20851,University of Notre Dame,GSW
20852,University of Notre Dame,GSW
20853,University of Notre Dame,TOT
20854,University of Notre Dame,IND
20855,University of Notre Dame,GSW
20856,University of Notre Dame,IND
20857,University of Notre Dame,GSW
20858,University of Notre Dame,LAL
20859,University of Notre Dame,BOS
20860,University of Notre Dame,NJN
20861,University of Notre Dame,IND
20862,University of Notre Dame,TOT
20863,University of Notre Dame,GSW
20864,Indiana University,MEM
20865,Indiana University,TOT
20866,Indiana University,HOU
20867,Tennessee State University,NYK
20868,Tennessee State University,WSB
20869,Tennessee State University,NOJ
20870,Tennessee State University,PHO
20871,Tennessee State University,WSB
20872,Tennessee State University,ATL
20873,Tennessee State University,TOT
20874,Tennessee State University,NYK
20875,Tennessee State University,WSB
20876,Tennessee State University,NOJ
20877,Tennessee State University,PHO
20878,Tennessee State University,PHO
20879,Tennessee State University,PHO
20880,Tennessee State University,NYK
20881,Tennessee State University,TOT
20882,University of North Carolina,DEN
20883,University of North Carolina,IND
20884,University of North Carolina,HOU
20885,University of North Carolina,DEN
20886,University of North Carolina,DEN
20887,University of North Carolina,SAC
20888,University of North Carolina,TOT
20889,University of North Carolina,DEN
20890,University of North Carolina,DEN
20891,University of North Carolina,DEN
20892,Syracuse University,MIL
20893,Syracuse University,PHO
20894,Syracuse University,TOT
20895,Syracuse University,LAL
20896,Syracuse University,HOU
20897,Syracuse University,TOT
20898,Syracuse University,MIL
20899,University of North Carolina,CHO
20900,University of North Carolina,TOR
20901,University of North Carolina,IND
20902,University of North Carolina,IND
20903,University of North Carolina,TOR
20904,University of North Carolina,IND
20905,University of North Carolina,IND
20906,"University of California, Los Angeles",SAC
20907,"University of California, Los Angeles",SAC
20908,"California State University, Fresno",MIA
20909,"California State University, Fresno",MIA
20910,"California State University, Fresno",MIA
20911,University of Kentucky,PHO
20912,University of North Carolina,BOS
20913,University of North Carolina,CLE
20914,University of North Carolina,CLE
20915,University of North Carolina,BOS
20916,University of North Carolina,BOS
20917,University of Memphis,NOP
20918,University of Memphis,TOT
20919,University of Memphis,NOP
20920,University of Memphis,SAC
20921,University of Memphis,NOP
20922,University of Memphis,NOP
20923,University of Memphis,SAC
20924,University of Memphis,SAC
20925,University of Memphis,SAC
20926,University of Memphis,SAC
20927,Johnson C. Smith University,SDR
20928,DePaul University,PHO
20929,DePaul University,SAS
20930,DePaul University,MIN
20931,DePaul University,UTA
20932,DePaul University,PHO
20933,DePaul University,UTA
20934,DePaul University,TOT
20935,DePaul University,CLE
20936,DePaul University,TOT
20937,DePaul University,SAC
20938,DePaul University,ATL
20939,DePaul University,TOR
20940,DePaul University,SAS
20941,DePaul University,MIA
20942,DePaul University,SAC
20943,DePaul University,TOT
20944,DePaul University,TOT
20945,DePaul University,MIN
20946,DePaul University,UTA
20947,DePaul University,ATL
20948,DePaul University,ATL
20949,DePaul University,MIN
20950,DePaul University,CLE
20951,DePaul University,ATL
20952,Xavier University,GSW
20953,Xavier University,MIA
20954,Xavier University,PHI
20955,Xavier University,CLE
20956,Xavier University,TOT
20957,Xavier University,CLE
20958,Xavier University,CLE
20959,Xavier University,CLE
20960,Xavier University,PHI
20961,Xavier University,GSW
20962,Xavier University,PHI
20963,Xavier University,CLE
20964,Xavier University,PHI
20965,Xavier University,CLE
20966,Xavier University,MIL
20967,Xavier University,MIL
20968,Xavier University,TOT
20969,Xavier University,GSW
20970,"University of Nevada, Las Vegas",TOT
20971,"University of Nevada, Las Vegas",LAC
20972,"University of Nevada, Las Vegas",WAS
20973,"University of Nevada, Las Vegas",LAC
20974,"University of Nevada, Las Vegas",LAC
20975,"University of Nevada, Las Vegas",WAS
20976,University of Nebraska,DAL
20977,University of Nebraska,ORL
20978,University of Nebraska,ATL
20979,University of Nebraska,LAL
20980,University of Nebraska,TOT
20981,University of Nebraska,WAS
20982,University of Nebraska,LAL
20983,University of Nebraska,TOT
20984,University of Nebraska,MIL
20985,University of Nebraska,WAS
20986,University of Nebraska,ATL
20987,University of Nebraska,ORL
20988,University of Nebraska,ATL
20989,University of Nebraska,LAL
20990,University of Nebraska,ATL
20991,University of Nebraska,HOU
20992,University of Nebraska,TOT
20993,Louisiana State University,CHA
20994,Louisiana State University,CHI
